iteracao,tempo
3035,0.11828207969665527
3040,0.11871027946472168
3045,0.12080764770507812
3050,0.12783527374267578
3055,0.1232759952545166
3060,0.12139415740966797
3065,0.12169861793518066
3070,0.12148094177246094
3075,0.1255970001220703
3080,0.12174677848815918
3085,0.12360978126525879
3090,0.12315917015075684
3095,0.12470197677612305
3100,0.12477397918701172
3105,0.12366890907287598
3110,0.12454485893249512
3115,0.12464118003845215
3120,0.12612533569335938
3125,0.1261005401611328
3130,0.1265859603881836
3135,0.12563228607177734
3140,0.12676692008972168
3145,0.12566876411437988
3150,0.1372232437133789
3155,0.13045096397399902
3160,0.12991619110107422
3165,0.12975502014160156
3170,0.1284940242767334
3175,0.12932658195495605
3180,0.13032054901123047
3185,0.13235259056091309
3190,0.13088059425354004
3195,0.13424921035766602
3200,0.14272618293762207
3205,0.12966704368591309
3210,0.13507771492004395
3215,0.13337397575378418
3220,0.2080395221710205
3225,0.13754057884216309
3230,0.13405060768127441
3235,0.1358342170715332
3240,0.1355595588684082
3245,0.1396172046661377
3250,0.1358814239501953
3255,0.1368086338043213
3260,0.13458585739135742
3265,0.13894939422607422
3270,0.13611698150634766
3275,0.13928508758544922
3280,0.15065860748291016
3285,0.142134428024292
3290,0.14038753509521484
3295,0.13969087600708008
3300,0.13931035995483398
3305,0.14249110221862793
3310,0.1408405303955078
3315,0.14303255081176758
3320,0.14202523231506348
3325,0.1437211036682129
3330,0.14264154434204102
3335,0.1476438045501709
3340,0.14417576789855957
3345,0.14437603950500488
3350,0.146989107131958
3355,0.14532995223999023
3360,0.14603495597839355
3365,0.15099668502807617
3370,0.14693593978881836
3375,0.15115070343017578
3380,0.14788818359375
3385,0.15001344680786133
3390,0.1476278305053711
3395,0.15178751945495605
3400,0.14790010452270508
3405,0.14833927154541016
3410,0.15221476554870605
3415,0.14957928657531738
3420,0.14874601364135742
3425,0.15302062034606934
3430,0.15062618255615234
3435,0.15192103385925293
3440,0.15349936485290527
3445,0.15404844284057617
3450,0.16480803489685059
3455,0.15626883506774902
3460,0.15273141860961914
3465,0.15599846839904785
3470,0.15595293045043945
3475,0.16048097610473633
3480,0.15675735473632812
3485,0.1577463150024414
3490,0.1571512222290039
3495,0.16420650482177734
3500,0.1585392951965332
3505,0.16288042068481445
3510,0.1596386432647705
3515,0.1635909080505371
3520,0.16140103340148926
3525,0.16643095016479492
3530,0.1694791316986084
3535,0.16524767875671387
3540,0.16495990753173828
3545,0.1671450138092041
3550,0.16704249382019043
3555,0.16834378242492676
3560,0.17799711227416992
3565,0.1769571304321289
3570,0.16820836067199707
3575,0.1701655387878418
3580,0.1736445426940918
3585,0.17283987998962402
3590,0.1713547706604004
3595,0.17407631874084473
3600,0.16943812370300293
3605,0.1724405288696289
3610,0.16922473907470703
3615,0.17096495628356934
3620,0.17315173149108887
3625,0.17292046546936035
3630,0.1702890396118164
3635,0.17186355590820312
3640,0.17043137550354004
3645,0.17490625381469727
3650,0.1872425079345703
3655,0.17287015914916992
3660,0.17737221717834473
3665,0.1742260456085205
3670,0.17471742630004883
3675,0.17392849922180176
3680,0.17938232421875
3685,0.1807858943939209
3690,0.18413400650024414
3695,0.18036150932312012
3700,0.18153786659240723
3705,0.18207693099975586
3710,0.1835775375366211
3715,0.18549036979675293
3720,0.18616437911987305
3725,0.1865859031677246
3730,0.18676185607910156
3735,0.1837177276611328
3740,0.2139439582824707
3745,0.19558119773864746
3750,0.19804835319519043
3755,0.19688081741333008
3760,0.19924664497375488
3765,0.20002079010009766
3770,0.19997143745422363
3775,0.19930577278137207
3780,0.20435070991516113
3785,0.1992323398590088
3790,0.20655131340026855
3795,0.1984119415283203
3800,0.2022404670715332
3805,0.19910836219787598
3810,0.2048485279083252
3815,0.20386886596679688
3820,0.20797038078308105
3825,0.20395827293395996
3830,0.2060377597808838
3835,0.2049407958984375
3840,0.2092912197113037
3845,0.21484708786010742
3850,0.2123720645904541
3855,0.2076272964477539
3860,0.21182799339294434
3865,0.20820355415344238
3870,0.21358942985534668
3875,0.20775985717773438
3880,0.21367239952087402
3885,0.21342825889587402
3890,0.23655104637145996
3895,0.21099853515625
3900,0.21867895126342773
3905,0.2107255458831787
3910,0.2157275676727295
3915,0.21390461921691895
3920,0.21646571159362793
3925,0.21547389030456543
3930,0.21960020065307617
3935,0.21848773956298828
3940,0.22002434730529785
3945,0.2155778408050537
3950,0.22055983543395996
3955,0.21875786781311035
3960,0.22302961349487305
3965,0.2207808494567871
3970,0.22291851043701172
3975,0.22012853622436523
3980,0.22568392753601074
3985,0.22019338607788086
3990,0.2235558032989502
3995,0.2198958396911621
4000,0.2309741973876953
4005,0.22242307662963867
4010,0.23132562637329102
4015,0.2277686595916748
4020,0.2507355213165283
4025,0.22345232963562012
4030,0.23361945152282715
4035,0.22977852821350098
4040,0.2348484992980957
4045,0.23257112503051758
4050,0.2361912727355957
4055,0.2299962043762207
4060,0.2378706932067871
4065,0.25217556953430176
4070,0.23687505722045898
4075,0.23930740356445312
4080,0.2382347583770752
4085,0.2368602752685547
4090,0.23880887031555176
4095,0.23699951171875
4100,0.23903155326843262
4105,0.23868107795715332
4110,0.23765015602111816
4115,0.23757386207580566
4120,0.239854097366333
4125,0.2375624179840088
4130,0.23908400535583496
4135,0.2422008514404297
4140,0.24137282371520996
4145,0.24167394638061523
4150,0.24554443359375
4155,0.2544221878051758
4160,0.24648737907409668
4165,0.2419569492340088
4170,0.24501538276672363
4175,0.24426555633544922
4180,0.245805025100708
4185,0.2545936107635498
4190,0.25709009170532227
4195,0.24645757675170898
4200,0.24603557586669922
4205,0.25174880027770996
4210,0.2493140697479248
4215,0.2500307559967041
4220,0.2500016689300537
4225,0.2504584789276123
4230,0.25223588943481445
4235,0.2514011859893799
4240,0.2538304328918457
4245,0.25339722633361816
4250,0.26422953605651855
4255,0.25780701637268066
4260,0.2593231201171875
4265,0.2605578899383545
4270,0.25628042221069336
4275,0.2552528381347656
4280,0.2608468532562256
4285,0.2590291500091553
4290,0.25836634635925293
4295,0.2615504264831543
4300,0.28009796142578125
4305,0.2662215232849121
4310,0.26061439514160156
4315,0.2645294666290283
4320,0.2852790355682373
4325,0.26862645149230957
4330,0.26610398292541504
4335,0.2661418914794922
4340,0.2669517993927002
4345,0.27176928520202637
4350,0.26900482177734375
4355,0.2691028118133545
4360,0.27020883560180664
4365,0.2736196517944336
4370,0.2736077308654785
4375,0.2823054790496826
4380,0.27500224113464355
4385,0.2765483856201172
4390,0.2827460765838623
4395,0.2820277214050293
4400,0.2763824462890625
4405,0.27736854553222656
4410,0.3030378818511963
4415,0.28236842155456543
4420,0.28342652320861816
4425,0.2837507724761963
4430,0.28531956672668457
4435,0.28465700149536133
4440,0.2972381114959717
4445,0.2909419536590576
4450,0.28638625144958496
4455,0.2882702350616455
4460,0.2911059856414795
4465,0.2907576560974121
4470,0.2926523685455322
4475,0.29129528999328613
4480,0.31336331367492676
4485,0.2886843681335449
4490,0.28888702392578125
4495,0.29087233543395996
4500,0.2901601791381836
4505,0.2986905574798584
4510,0.2935335636138916
4515,0.29175877571105957
4520,0.29265856742858887
4525,0.2942783832550049
4530,0.2954111099243164
4535,0.29396986961364746
4540,0.2977306842803955
4545,0.29826807975769043
4550,0.29800987243652344
4555,0.2981405258178711
4560,0.2998206615447998
4565,0.3035471439361572
4570,0.29851508140563965
4575,0.29888153076171875
4580,0.299530029296875
4585,0.3013291358947754
4590,0.3004872798919678
4595,0.3036837577819824
4600,0.3006296157836914
4605,0.30500102043151855
4610,0.3047173023223877
4615,0.3055245876312256
4620,0.30513668060302734
4625,0.30512404441833496
4630,0.3075699806213379
4635,0.31928133964538574
4640,0.3277719020843506
4645,0.3083348274230957
4650,0.31202197074890137
4655,0.3088531494140625
4660,0.3096804618835449
4665,0.31925368309020996
4670,0.3193352222442627
4675,0.32104992866516113
4680,0.32007288932800293
4685,0.32912588119506836
4690,0.3176882266998291
4695,0.31380152702331543
4700,0.3172492980957031
4705,0.3188316822052002
4710,0.3202669620513916
4715,0.31814074516296387
4720,0.32332372665405273
4725,0.319502592086792
4730,0.3238804340362549
4735,0.3208949565887451
4740,0.32386207580566406
4745,0.3209860324859619
4750,0.3258695602416992
4755,0.32347774505615234
4760,0.32767558097839355
4765,0.32590723037719727
4770,0.3308877944946289
4775,0.3319971561431885
4780,0.3628833293914795
4785,0.33327245712280273
4790,0.33666086196899414
4795,0.3295121192932129
4800,0.33385252952575684
4805,0.33981966972351074
4810,0.3329155445098877
4815,0.33054089546203613
4820,0.3355441093444824
4825,0.33808016777038574
4830,0.33768272399902344
4835,0.3383188247680664
4840,0.3372843265533447
4845,0.35050106048583984
4850,0.3381025791168213
4855,0.34667444229125977
4860,0.3416924476623535
4865,0.3464968204498291
4870,0.3438410758972168
4875,0.34256434440612793
4880,0.345888614654541
4885,0.3420588970184326
4890,0.3452630043029785
4895,0.3545842170715332
4900,0.34887123107910156
4905,0.369692325592041
4910,0.3480222225189209
4915,0.34595775604248047
4920,0.35244250297546387
4925,0.3500669002532959
4930,0.3459599018096924
4935,0.34658050537109375
4940,0.3490428924560547
4945,0.34791064262390137
4950,0.3495450019836426
4955,0.35288071632385254
4960,0.37800145149230957
4965,0.35433006286621094
4970,0.35682058334350586
4975,0.3660390377044678
4980,0.3612332344055176
4985,0.36124300956726074
4990,0.3648867607116699
4995,0.36434316635131836
5000,0.3691849708557129
5005,0.37350940704345703
5010,0.3704066276550293
5015,0.3718302249908447
5020,0.38089942932128906
5025,0.37212276458740234
5030,0.376204252243042
5035,0.37300682067871094
5040,0.37890172004699707
5045,0.3721299171447754
5050,0.3769557476043701
5055,0.3813793659210205
5060,0.37700605392456055
5065,0.3767368793487549
5070,0.3824737071990967
5075,0.3720424175262451
5080,0.3906364440917969
5085,0.36942553520202637
5090,0.3692779541015625
5095,0.3734104633331299
5100,0.37404918670654297
5105,0.37254810333251953
5110,0.3730645179748535
5115,0.37363624572753906
5120,0.37744688987731934
5125,0.37652111053466797
5130,0.37157416343688965
5135,0.3760077953338623
5140,0.3720686435699463
5145,0.417736291885376
5150,0.398266077041626
5155,0.3846704959869385
5160,0.38182711601257324
5165,0.3797757625579834
5170,0.382476806640625
5175,0.38114261627197266
5180,0.38237619400024414
5185,0.4062378406524658
5190,0.3803737163543701
5195,0.38586974143981934
5200,0.38754868507385254
5205,0.38836050033569336
5210,0.3889946937561035
5215,0.3880467414855957
5220,0.39360690116882324
5225,0.39157724380493164
5230,0.3898303508758545
5235,0.39795517921447754
5240,0.3968992233276367
5245,0.4060351848602295
5250,0.49252963066101074
5255,0.3991727828979492
5260,0.4146757125854492
5265,0.41262292861938477
5270,0.4019510746002197
5275,0.4079141616821289
5280,0.40677857398986816
5285,0.4064934253692627
5290,0.4075815677642822
5295,0.40978264808654785
5300,0.4077572822570801
5305,0.4125833511352539
5310,0.41216135025024414
5315,0.4078381061553955
5320,0.4066300392150879
5325,0.4114110469818115
5330,0.438554048538208
5335,0.41095852851867676
5340,0.4111318588256836
5345,0.4157073497772217
5350,0.41292881965637207
5355,0.42223453521728516
5360,0.45169806480407715
5365,0.41832399368286133
5370,0.43288421630859375
5375,0.4367187023162842
5380,0.4338958263397217
5385,0.4055311679840088
5390,0.4075183868408203
5395,0.4084763526916504
5400,0.41568446159362793
5405,0.41124582290649414
5410,0.4087831974029541
5415,0.4109644889831543
5420,0.41281628608703613
5425,0.41219282150268555
5430,0.40868115425109863
5435,0.40945911407470703
5440,0.4109818935394287
5445,0.4123971462249756
5450,0.4426567554473877
5455,0.42597365379333496
5460,0.4179258346557617
5465,0.41921114921569824
5470,0.4183492660522461
5475,0.4414975643157959
5480,0.44960951805114746
5485,0.4322683811187744
5490,0.4210350513458252
5495,0.4208400249481201
5500,0.4354283809661865
5505,0.43326616287231445
5510,0.42844605445861816
5515,0.45052361488342285
5520,0.4522581100463867
5525,0.7107803821563721
5530,0.46976685523986816
5535,0.4549832344055176
5540,0.45720815658569336
5545,0.45331811904907227
5550,0.4615631103515625
5555,0.46611618995666504
5560,0.47066283226013184
5565,0.46089673042297363
5570,0.46446657180786133
5575,0.46666717529296875
5580,0.4586679935455322
5585,0.46570515632629395
5590,0.4569742679595947
5595,0.46486806869506836
5600,0.46322011947631836
5605,0.46648406982421875
5610,0.46226024627685547
5615,0.46213269233703613
5620,0.46468257904052734
5625,0.4646494388580322
5630,0.46458983421325684
5635,0.46735715866088867
5640,0.46406984329223633
5645,0.4670677185058594
5650,0.466876745223999
5655,0.47112441062927246
5660,0.47084903717041016
5665,0.47235655784606934
5670,0.473557710647583
5675,0.47298145294189453
5680,0.47852587699890137
5685,0.472991943359375
5690,0.5086970329284668
5695,0.4824202060699463
5700,0.49573564529418945
5705,0.48425960540771484
5710,0.4818854331970215
5715,0.4827110767364502
5720,0.487001895904541
5725,0.4834907054901123
5730,0.4861304759979248
5735,0.4856903553009033
5740,0.48532724380493164
5745,0.4901406764984131
5750,0.4984591007232666
5755,0.4920182228088379
5760,0.489163875579834
5765,0.4891479015350342
5770,0.5321664810180664
5775,0.5029277801513672
5780,0.5680716037750244
5785,0.5085957050323486
5790,0.5049359798431396
5795,0.5075898170471191
5800,0.5121839046478271
5805,0.5133988857269287
5810,0.5103068351745605
5815,0.5157661437988281
5820,0.5161628723144531
5825,0.5146534442901611
5830,0.5117297172546387
5835,0.5229604244232178
5840,0.5149157047271729
5845,0.5214555263519287
5850,0.5258584022521973
