CARIMBO DE DATA/HORA,LINK DA CASA,VALOR DA CASA,BAIRRO,VALOR DO IMÓVEL ,NÚMERO DE QUARTOS,NÚMERO DE BANHEIROS,TAMANHO DO TERRENO,TEM EDÍCULA?,ZONA,EDICULA,Preço da area,,,,BAIRROS
6/25/2023 12:19:08,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/23599,800000,Jardim São Marco,Mais que 400 mil,3,3,360,Não,LESTE,0,"R$ 2,222.22",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:19:42,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/22381,315000,Jardim São Marco,300-350 mil,2,1,190,Não,LESTE,0,"R$ 1,657.89",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:20:16,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/22368,750000,Jardim São Marco,Mais que 400 mil,3,4,360,Não,LESTE,0,"R$ 2,083.33",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:20:53,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/19642,535000,Jardim São Marco,Mais que 400 mil,2,3,360,Sim,LESTE,1,"R$ 1,486.11",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:22:55,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/18906,650000,Jardim São Marco,Mais que 400 mil,3,3,360,Não,LESTE,0,"R$ 1,805.56",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:23:55,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/17665,780000,Jardim São Marco,Mais que 400 mil,3,3,360,Não,LESTE,0,"R$ 2,166.67",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:24:34,redentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/17015,650000,Jardim São Marco,Mais que 400 mil,3,2,360,Não,LESTE,0,"R$ 1,805.56",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:25:41,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/15636,500000,Jardim São Marco,Mais que 400 mil,3,3,360,Não,LESTE,0,"R$ 1,388.89",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:26:26,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/881,650000,Jardim São Marco,Mais que 400 mil,3,3,360,Não,LESTE,0,"R$ 1,805.56",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:27:41,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Schmitt/18322,400000,Jardim Schmitt,350-400 mil,3,2,200,Não,LESTE,0,"R$ 2,000.00",,,,"Jardim Schmitt, São José do Rio Preto"
6/25/2023 12:28:17,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Schmitt/20500,680000,Jardim São Marco,Mais que 400 mil,3,5,379,Sim,LESTE,1,"R$ 1,794.20",,,,"Jardim São Marco, São José do Rio Preto"
6/25/2023 12:28:56,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Schmitt/12977,470000,Jardim Schmitt,Mais que 400 mil,3,2,390,Não,LESTE,0,"R$ 1,205.13",,,,"Jardim Schmitt, São José do Rio Preto"
6/25/2023 12:29:56,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Seyon/19441,350000,Jardim Seyon,350-400 mil,3,2,360,Não,LESTE,0,R$ 972.22,,,,"Jardim Seyon, São José do Rio Preto"
6/25/2023 12:30:32,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Seyon/22438,500000,Jardim Seyon,Mais que 400 mil,3,2,360,Não,LESTE,0,"R$ 1,388.89",,,,"Jardim Seyon, São José do Rio Preto"
6/25/2023 12:31:21,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Soraia/22770,230000,Jardim Soraya,Até 250 mil,2,1,234,Não,LESTE,0,R$ 982.91,,,,"Jardim Soraya, São José do Rio Preto"
6/25/2023 12:31:59,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Soraia/21263,390000,Jardim Soraya,350-400 mil,3,2,210,Sim,LESTE,1,"R$ 1,857.14",,,,"Jardim Soraya, São José do Rio Preto"
6/25/2023 12:32:39,redentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Soraia/18424,350000,Jardim Soraya,350-400 mil,3,3,288,Não,LESTE,0,"R$ 1,215.28",,,,"Jardim Soraya, São José do Rio Preto"
6/25/2023 12:33:21,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Yolanda/19052,590000,Jardim Yolanda,Mais que 400 mil,3,3,360,Não,LESTE,0,"R$ 1,638.89",,,,"Jardim Yolanda, São José do Rio Preto"
6/25/2023 12:34:02,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Yolanda/24290,460000,Jardim Yolanda,Mais que 400 mil,3,3,360,Não,LESTE,0,"R$ 1,277.78",,,,"Jardim Yolanda, São José do Rio Preto"
6/25/2023 12:34:45,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-das-Amoras/1457,320000,Parque Das Amoras,300-350 mil,3,2,200,Não,LESTE,0,"R$ 1,600.00",,,,"Parque Das Amoras, São José do Rio Preto"
6/25/2023 12:35:36,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Jaguare/22859,465000,Parque Jaguaré,Mais que 400 mil,3,3,366,Não,LESTE,0,"R$ 1,270.49",,,,"Parque Jaguaré, São José do Rio Preto"
6/25/2023 12:36:39,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Santa-Regina/23279,280000,Residencial Santa Regina,250-300 mil,2,2,200,Não,LESTE,0,"R$ 1,400.00",,,,"Residencial Santa Regina, São José do Rio Preto"
6/19/2023 20:47:07,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Urano/21452,330000,Jardim Urano,300-350 mil,2,1,140,Não,SUL,0,"R$ 2,357.14",,,,"Jardim Urano, São José do Rio Preto"
6/19/2023 20:49:10,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Urano/18903,250000,Jardim Urano,250-300 mil,2,1,200,Não,SUL,0,"R$ 1,250.00",,,,"Jardim Urano, São José do Rio Preto"
6/19/2023 20:50:02,https://wwwredentoracombr/alugar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Urano/18052,550000,Jardim Urano,Mais que 400 mil,3,2,265,Não,SUL,0,"R$ 2,075.47",,,,"Jardim Urano, São José do Rio Preto"
6/19/2023 20:50:54,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Urano/1481,450000,Jardim Urano,Mais que 400 mil,3,3,259,Não,SUL,0,"R$ 1,737.45",,,,"Jardim Urano, São José do Rio Preto"
6/19/2023 20:51:56,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Urano/1131,500000,Jardim Urano,Mais que 400 mil,3,1,527,Não,SUL,0,R$ 948.77,,,,"Jardim Urano, São José do Rio Preto"
6/19/2023 20:57:24,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Estoril/23650,495000,Parque Estoril,Mais que 400 mil,3,2,444,Sim,SUL,1,"R$ 1,114.86",,,,"Parque Estoril, São José do Rio Preto"
6/19/2023 20:58:17,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Estoril/23519,480000,Parque Estoril,Mais que 400 mil,4,6,360,Sim,SUL,1,"R$ 1,333.33",,,,"Parque Estoril, São José do Rio Preto"
6/19/2023 20:58:56,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Estoril/22837,350000,Parque Estoril,300-350 mil,3,2,198,Não,SUL,0,"R$ 1,767.68",,,,"Parque Estoril, São José do Rio Preto"
6/19/2023 20:59:41,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Estoril/22273,380000,Parque Estoril,350-400 mil,2,3,230,Não,SUL,0,"R$ 1,652.17",,,,"Parque Estoril, São José do Rio Preto"
6/19/2023 21:00:28,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Estoril/17258,410000,Parque Estoril,Mais que 400 mil,3,2,126,Não,SUL,0,"R$ 3,253.97",,,,"Parque Estoril, São José do Rio Preto"
6/19/2023 21:01:11,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Estoril/8441,367000,Parque Estoril,350-400 mil,3,2,360,Não,SUL,0,"R$ 1,019.44",,,,"Parque Estoril, São José do Rio Preto"
6/19/2023 21:01:43,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Estoril/1116,470000,Parque Estoril,Mais que 400 mil,3,2,360,Não,SUL,0,"R$ 1,305.56",,,,"Parque Estoril, São José do Rio Preto"
6/19/2023 21:03:22,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Viena/17976,520000,Jardim Viena,Mais que 400 mil,4,5,360,Sim,SUL,1,"R$ 1,444.44",,,,"Jardim Viena, São José do Rio Preto"
6/19/2023 21:04:32,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Viena/1899,480000,Jardim Viena,Mais que 400 mil,3,3,360,Não,SUL,0,"R$ 1,333.33",,,,"Jardim Viena, São José do Rio Preto"
6/19/2023 21:06:26,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/23664,900000,Jardim Tarraf Ii,Mais que 400 mil,4,7,511,Não,SUL,0,"R$ 1,761.25",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:07:04,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/23315,900000,Jardim Tarraf Ii,Mais que 400 mil,3,4,450,Não,SUL,0,"R$ 2,000.00",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:07:40,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/22079,775000,Jardim Tarraf Ii,Mais que 400 mil,3,3,433,Não,SUL,0,"R$ 1,789.84",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:08:21,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/20370,890000,Jardim Tarraf Ii,Mais que 400 mil,3,3,450,Não,SUL,0,"R$ 1,977.78",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:09:16,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/18720,1050000,Jardim Tarraf Ii,Mais que 400 mil,4,5,491,Não,SUL,0,"R$ 2,138.49",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:09:59,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/18403,800000,Jardim Tarraf Ii,Mais que 400 mil,4,5,450,Não,SUL,0,"R$ 1,777.78",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:10:34,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/14939,920000,Jardim Tarraf Ii,Mais que 400 mil,3,3,450,Não,SUL,0,"R$ 2,044.44",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:11:10,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/14864,690000,Jardim Tarraf Ii,Mais que 400 mil,4,3,450,Não,SUL,0,"R$ 1,533.33",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:11:46,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/12298,660000,Jardim Tarraf Ii,Mais que 400 mil,3,3,450,Não,SUL,0,"R$ 1,466.67",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:12:35,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/6127,607000,Jardim Tarraf Ii,Mais que 400 mil,4,3,450,Não,SUL,0,"R$ 1,348.89",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:13:10,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/5871,850000,Jardim Tarraf Ii,Mais que 400 mil,3,4,450,Não,SUL,0,"R$ 1,888.89",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:13:44,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Tarraf-II/1386,1150000,Jardim Tarraf Ii,Mais que 400 mil,3,3,450,Não,SUL,0,"R$ 2,555.56",,,,"Jardim Tarraf Ii, São José do Rio Preto"
6/19/2023 21:16:56,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/21296,600000,Sao Francisco,Mais que 400 mil,3,3,360,Não,SUL,0,"R$ 1,666.67",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:17:29,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/19787,270000,Sao Francisco,250-300 mil,3,2,217,Não,SUL,0,"R$ 1,244.24",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:18:10,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/19655,360000,Sao Francisco,350-400 mil,3,1,360,Não,SUL,0,"R$ 1,000.00",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:18:51,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/19633,220000,Sao Francisco,Até 250 mil,2,1,180,Não,SUL,0,"R$ 1,222.22",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:19:29,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/17656,520000,Sao Francisco,Mais que 400 mil,3,3,200,Não,SUL,0,"R$ 2,600.00",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:20:06,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/17202,480000,Sao Francisco,Mais que 400 mil,4,4,372,Sim,SUL,1,"R$ 1,290.32",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:21:22,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/14828,250000,Sao Francisco,250-300 mil,2,1,180,Não,SUL,0,"R$ 1,388.89",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:22:04,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/5939,460000,Sao Francisco,,3,4,224,Sim,SUL,1,"R$ 2,053.57",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:22:44,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/1884,580000,Sao Francisco,Mais que 400 mil,3,3,414,Não,SUL,0,"R$ 1,400.97",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:23:32,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/1413,860000,Sao Francisco,Mais que 400 mil,3,4,360,Não,SUL,0,"R$ 2,388.89",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:24:11,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Sao-Francisco/1045,380000,Sao Francisco,350-400 mil,3,4,360,Sim,SUL,1,"R$ 1,055.56",,,,"Sao Francisco, São José do Rio Preto"
6/19/2023 21:25:23,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Nossa-Senhora-do-Bonfim/21620,450000,Vila Nossa Senhora Do Bonfim,Mais que 400 mil,3,3,200,Não,SUL,0,"R$ 2,250.00",,,,"Vila Nossa Senhora Do Bonfim, São José do Rio Preto"
6/19/2023 21:26:28,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Nossa-Senhora-do-Bonfim/21540,370000,Vila Nossa Senhora Do Bonfim,350-400 mil,2,3,360,Sim,SUL,1,"R$ 1,027.78",,,,"Vila Nossa Senhora Do Bonfim, São José do Rio Preto"
6/19/2023 21:27:16,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Sao-Pedro/24378,525000,Vila Sao Pedro,Mais que 400 mil,4,3,363,Não,SUL,0,"R$ 1,446.28",,,,"Vila Sao Pedro, São José do Rio Preto"
6/19/2023 21:28:15,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Setsul/23052,520000,Setsul,Mais que 400 mil,3,3,200,Não,SUL,0,"R$ 2,600.00",,,,"Setsul, São José do Rio Preto"
6/19/2023 21:28:55,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Setsul/21307,494000,Setsul,Mais que 400 mil,3,2,200,Não,SUL,0,"R$ 2,470.00",,,,"Setsul, São José do Rio Preto"
6/19/2023 21:29:33,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Setsul/19396,480000,Setsul,Mais que 400 mil,3,2,200,Não,SUL,0,"R$ 2,400.00",,,,"Setsul, São José do Rio Preto"
6/19/2023 21:30:13,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Setsul/19217,450000,Setsul,Mais que 400 mil,3,2,200,Não,SUL,0,"R$ 2,250.00",,,,"Setsul, São José do Rio Preto"
6/19/2023 21:30:45,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Setsul/18380,530000,Setsul,Mais que 400 mil,3,4,200,Não,SUL,0,"R$ 2,650.00",,,,"Setsul, São José do Rio Preto"
6/19/2023 21:31:32,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Setsul/18354,690000,Setsul,Mais que 400 mil,3,2,200,Não,SUL,0,"R$ 3,450.00",,,,"Setsul, São José do Rio Preto"
6/19/2023 21:32:05,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Setsul/17256,480000,Setsul,Mais que 400 mil,3,3,200,Não,SUL,0,"R$ 2,400.00",,,,"Setsul, São José do Rio Preto"
6/19/2023 21:32:38,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Setsul/5340,475000,Setsul,Mais que 400 mil,3,2,200,Não,SUL,0,"R$ 2,375.00",,,,"Setsul, São José do Rio Preto"
6/25/2023 10:06:27,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Sinibaldi/20802,400000,Vila Sinibaldi,Mais que 400 mil,3,3,355,Sim,SUL,1,"R$ 1,126.76",,,,"Vila Sinibaldi, São José do Rio Preto"
6/25/2023 10:07:05,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Sinibaldi/16446,621000,Vila Sinibaldi,Mais que 400 mil,3,2,299,Sim,SUL,1,"R$ 2,076.92",,,,"Vila Sinibaldi, São José do Rio Preto"
6/25/2023 10:07:43,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Sinibaldi/894,380000,Vila Sinibaldi,350-400 mil,3,1,242,Não,SUL,0,"R$ 1,570.25",,,,"Vila Sinibaldi, São José do Rio Preto"
6/25/2023 10:08:43,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Sao-Pedro/24378,525000,Vila Sao Pedro,Mais que 400 mil,4,3,363,Não,SUL,0,"R$ 1,446.28",,,,"Vila Sao Pedro, São José do Rio Preto"
6/25/2023 10:09:32,https://wwwredentoracombr/total-de-imoveis/comprar/Sao-Jose-do-Rio-Preto-210/Casa-Padrao-12/Zona-Sul-2/Vila-Santa-Candida-899,1500000,Vila Santa Candida,Mais que 400 mil,4,5,456,Não,SUL,0,"R$ 3,289.47",,,,"Vila Santa Candida, São José do Rio Preto"
6/25/2023 10:10:44,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Nossa-Senhora-do-Bonfim/21620,450000,Vila Nossa Senhora Do Bonfim,Mais que 400 mil,3,3,200,Não,SUL,0,"R$ 2,250.00",,,,"Vila Nossa Senhora Do Bonfim, São José do Rio Preto"
6/25/2023 10:11:22,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Nossa-Senhora-do-Bonfim/21540,370000,Vila Nossa Senhora Do Bonfim,350-400 mil,2,3,360,Sim,SUL,1,"R$ 1,027.78",,,,"Vila Nossa Senhora Do Bonfim, São José do Rio Preto"
6/25/2023 10:12:22,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Universitario/12063,1100000,Jardim Universitario,Mais que 400 mil,3,4,450,Não,SUL,0,"R$ 2,444.44",,,,"Jardim Universitario, São José do Rio Preto"
6/25/2023 10:12:58,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Universitario/5244,750000,Jardim Universitario,Mais que 400 mil,3,5,480,Não,SUL,0,"R$ 1,562.50",,,,"Jardim Universitario, São José do Rio Preto"
6/25/2023 10:14:30,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Colina-Azul/23158,580000,Residencial Colina Azul,Mais que 400 mil,3,2,200,Não,SUL,0,"R$ 2,900.00",,,,"Residencial Colina Azul, São José do Rio Preto"
6/25/2023 10:15:17,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/24007,400000,Residencial Cidade Jardim,Mais que 400 mil,3,2,360,Não,SUL,0,"R$ 1,111.11",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:15:50,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/23501,420000,Residencial Cidade Jardim,Mais que 400 mil,4,6,360,Sim,SUL,1,"R$ 1,166.67",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:16:30,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/22969,399000,Residencial Cidade Jardim,350-400 mil,3,3,260,Sim,SUL,1,"R$ 1,534.62",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:17:13,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/22380,650000,Residencial Cidade Jardim,Mais que 400 mil,3,3,360,Não,SUL,0,"R$ 1,805.56",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:17:48,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/21760,260000,Residencial Cidade Jardim,250-300 mil,3,2,180,Não,SUL,0,"R$ 1,444.44",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:18:28,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/19203,340000,Residencial Cidade Jardim,300-350 mil,3,2,180,Não,SUL,0,"R$ 1,888.89",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:19:07,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/18412,840000,Residencial Cidade Jardim,Mais que 400 mil,3,4,360,Não,SUL,0,"R$ 2,333.33",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:19:49,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/17702,350000,Resdiencial Cidade Jardim,300-350 mil,2,2,193,Não,SUL,0,"R$ 1,813.47",,,,"Resdiencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:20:22,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/16656,430000,Residencial Cidade Jardim,Mais que 400 mil,3,2,171,Não,SUL,0,"R$ 2,514.62",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:20:56,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/15620,420000,Residencial Cidade Jardim,Mais que 400 mil,3,2,360,Não,SUL,0,"R$ 1,166.67",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:21:35,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/15103,230000,Residencial Cidade Jardim,Até 250 mil,2,1,330,Não,SUL,0,R$ 696.97,,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:22:23,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/7313,300000,Residencial Cidade Jardim,300-350 mil,3,2,360,Não,SUL,0,R$ 833.33,,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:23:07,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/4979,215000,Residencial Cidade Jardim,Até 250 mil,2,2,180,Não,SUL,0,"R$ 1,194.44",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:23:40,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Residencial-Cidade-Jardim/1158,500000,Residencial Cidade Jardim,Mais que 400 mil,3,3,375,Sim,SUL,1,"R$ 1,333.33",,,,"Residencial Cidade Jardim, São José do Rio Preto"
6/25/2023 10:24:39,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Parque-Residencial-da-Fraternidade-2/22894,170000,Residencial Fraternidade 2,Até 250 mil,2,1,200,Não,SUL,0,R$ 850.00,,,,"Residencial Fraternidade 2, São José do Rio Preto"
