CARIMBO DE DATA/HORA,LINK DA CASA,VALOR DA CASA,BAIRRO,VALOR DO IMÓVEL ,NÚMERO DE QUARTOS,NÚMERO DE BANHEIROS,TAMANHO DO TERRENO,TEM EDÍCULA?,ZONA,EDICULA,Preço da area,,,,BAIRROS
6/25/2023 12:12:47,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Santa-Cruz/18232,283000,Vila Santa Cruz,250-300 mil,3,2,121,Não,CENTRO,0,"R$ 2,338.84",,,,"Vila Santa Cruz, São José do Rio Preto"
6/25/2023 12:13:34,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Santa-Cruz/16736,700000,Vila Santa Cruz,Mais que 400 mil,3,1,253,Não,CENTRO,0,"R$ 2,766.80",,,,"Vila Santa Cruz, São José do Rio Preto"
6/25/2023 12:14:09,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Santa-Cruz/14607,780000,Vila Santa Cruz,Mais que 400 mil,3,3,242,Não,CENTRO,0,"R$ 3,223.14",,,,"Vila Santa Cruz, São José do Rio Preto"
6/25/2023 12:14:56,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Santa-Cruz/11469,480000,Vila Santa Cruz,Mais que 400 mil,4,2,484,Sim,CENTRO,1,R$ 991.74,,,,"Vila Santa Cruz, São José do Rio Preto"
6/25/2023 12:15:28,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Santa-Cruz/7081,280000,Vila Santa Cruz,250-300 mil,3,2,253,Não,CENTRO,0,"R$ 1,106.72",,,,"Vila Santa Cruz, São José do Rio Preto"
6/25/2023 12:16:06,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Santa-Cruz/2727,600000,Vila Santa Cruz,Mais que 400 mil,3,1,242,Não,CENTRO,0,"R$ 2,479.34",,,,"Vila Santa Cruz, São José do Rio Preto"
6/25/2023 12:16:41,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Santa-Cruz/836,700000,Vila Santa Cruz,Mais que 400 mil,4,3,539,Sim,CENTRO,1,"R$ 1,298.70",,,,"Vila Santa Cruz, São José do Rio Preto"
6/25/2023 12:17:20,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Zilda/23587,180000,Vila Zilda,Até 250 mil,3,2,242,Sim,CENTRO,1,R$ 743.80,,,,"Vila Zilda, São José do Rio Preto"
6/25/2023 12:17:52,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Zilda/18347,650000,Vila Zilda,Mais que 400 mil,3,3,242,Não,CENTRO,0,"R$ 2,685.95",,,,"Vila Zilda, São José do Rio Preto"
6/25/2023 12:18:28,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Vila-Zilda/1684,252000,Vila Zilda,250-300 mil,3,2,264,Não,CENTRO,0,R$ 954.55,,,,"Vila Zilda, São José do Rio Preto"
6/25/2023 12:19:35,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Conceicao/19344,250000,Jardim Conceição,Até 250 mil,3,2,275,Sim,CENTRO,1,R$ 909.09,,,,"Jardim Conceição, São José do Rio Preto"
6/25/2023 12:20:14,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Conceicao/19340,350000,Vila Conceição,300-350 mil,3,3,294,Não,CENTRO,0,"R$ 1,190.48",,,,"Vila Conceição, São José do Rio Preto"
6/25/2023 12:20:54,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Conceicao/14844,280000,Jardim Conceição,250-300 mil,3,3,297,Não,CENTRO,0,R$ 942.76,,,,"Jardim Conceição, São José do Rio Preto"
6/24/2023 12:08:56,redentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Bosque-da-Felicidade/23732,340000,Bosque Da Felicidade,300-350 mil,3,3,252,Não,LESTE,0,"R$ 1,349.21",,,,"Bosque Da Felicidade, São José do Rio Preto"
6/24/2023 12:09:45,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Bosque-da-Felicidade/19524,367500,Bosque Da Felicidade,350-400 mil,3,4,221,Não,LESTE,0,"R$ 1,662.90",,,,"Bosque Da Felicidade, São José do Rio Preto"
6/24/2023 12:10:27,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Bosque-da-Felicidade/23843,260000,Bosque Da Felicidade,250-300 mil,3,3,250,Não,LESTE,0,"R$ 1,040.00",,,,"Bosque Da Felicidade, São José do Rio Preto"
6/24/2023 12:11:25,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Bosque-da-Felicidade/1860,305000,Bosque Da Felicidade,300-350 mil,4,2,200,Sim,LESTE,1,"R$ 1,525.00",,,,"Bosque Da Felicidade, São José do Rio Preto"
6/24/2023 12:12:04,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Bosque-da-Felicidade/14842,270000,Bosque Da Felicidade,250-300 mil,3,2,252,Sim,LESTE,1,"R$ 1,071.43",,,,"Bosque Da Felicidade, São José do Rio Preto"
6/24/2023 12:13:03,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Centro-Engenheiro-Schmitt/11860,420000,Engenheiro Schimitt,Mais que 400 mil,3,2,237,Não,LESTE,0,"R$ 1,772.15",,,,"Engenheiro Schimtt, São José do Rio Preto"
6/24/2023 12:13:49,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Centro-Engenheiro-Schmitt/1499,450000,Engenheiro Schimitt,Mais que 400 mil,3,3,386,Não,LESTE,0,"R$ 1,165.80",,,,"Engenheiro Schimitt, São José do Rio Preto"
6/24/2023 12:14:29,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Centro-Engenheiro-Schmitt/11762,500000,Engenheiro Schimitt,Mais que 400 mil,3,2,201,Não,LESTE,0,"R$ 2,487.56",,,,"Engenheiro Schimitt, São José do Rio Preto"
6/24/2023 12:15:14,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Cristo-Rei/23000,400000,Habitacional Cristo Rei,Mais que 400 mil,3,2,200,Não,LESTE,0,"R$ 2,000.00",,,,"Habitacional Cristo Rei, São José do Rio Preto"
6/24/2023 12:15:51,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Cristo-Rei/18853,315000,Habitacional Cristo Rei,300-350 mil,3,2,200,Não,LESTE,0,"R$ 1,575.00",,,,"Habitacional Cristo Rei, São José do Rio Preto"
6/24/2023 12:16:27,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Cristo-Rei/14840,420000,Habitacional Cristo Rei,Mais que 400 mil,3,3,240,Não,LESTE,0,"R$ 1,750.00",,,,"Habitacional Cristo Rei, São José do Rio Preto"
6/24/2023 12:17:00,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Cristo-Rei/11501,500000,Habitacional Cristo Rei,Mais que 400 mil,3,3,200,Não,LESTE,0,"R$ 2,500.00",,,,"Habitacional Cristo Rei, São José do Rio Preto"
6/24/2023 12:17:46,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Sao-Deocleciano/21546,585000,São Deocleciano,Mais que 400 mil,3,3,200,Não,LESTE,0,"R$ 2,925.00",,,,"São Deocleciano, São José do Rio Preto"
6/24/2023 12:18:30,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Sao-Deocleciano/17136,320000,São Deocleciano,300-350 mil,3,2,200,Não,LESTE,0,"R$ 1,600.00",,,,"São Deocleciano, São José do Rio Preto"
6/24/2023 12:19:28,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Sao-Deocleciano/1793,280000,São Deocleciano,250-300 mil,3,2,200,Não,LESTE,0,"R$ 1,400.00",,,,"São Deocleciano, São José do Rio Preto"
6/24/2023 12:20:12,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Sao-Jose-do-Rio-Preto/21971,370000,Habitacional São José Do Rio Preto,350-400 mil,3,2,250,Não,LESTE,0,"R$ 1,480.00",,,,"Habitacional São José Do Rio Preto, São José do Rio Preto"
6/24/2023 12:20:55,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Sao-Jose-do-Rio-Preto/21009,285000,Habitacional São José Do Rio Preto,250-300 mil,3,2,200,Não,LESTE,0,"R$ 1,425.00",,,,"Habitacional São José Do Rio Preto, São José do Rio Preto"
6/24/2023 12:21:53,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Sao-Jose-do-Rio-Preto/14727,265000,Habitacional São José Do Rio Preto,250-300 mil,3,2,200,Não,LESTE,0,"R$ 1,325.00",,,,"Habitacional São José Do Rio Preto, São José do Rio Preto"
6/24/2023 12:22:45,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Sao-Jose-do-Rio-Preto/12196,285000,Habitacional São José Do Rio Preto,250-300 mil,3,2,200,Não,LESTE,0,"R$ 1,425.00",,,,"Habitacional São José Do Rio Preto, São José do Rio Preto"
6/24/2023 12:23:34,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Conjunto-Habitacional-Sao-Jose-do-Rio-Preto/2396,260000,Habitacional São José Do Rio Preto,250-300 mil,3,1,200,Não,LESTE,0,"R$ 1,300.00",,,,"Habitacional São José Do Rio Preto, São José do Rio Preto"
6/24/2023 12:24:35,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Alto-Alegre/18879,250000,Jardim Alto Alegre,250-300 mil,2,2,149,Não,LESTE,0,"R$ 1,677.85",,,,"Jardim Alto Alegre, São José do Rio Preto"
6/24/2023 12:25:08,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Alto-Alegre/13439,650000,Jardim Alto Alegre,Mais que 400 mil,4,4,450,Sim,LESTE,1,"R$ 1,444.44",,,,"Jardim Alto Alegre, São José do Rio Preto"
6/24/2023 12:26:11,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-America/22936,350000,Jardim América,350-400 mil,4,3,253,Não,LESTE,0,"R$ 1,383.40",,,,"Jardim América, São José do Rio Preto"
6/24/2023 12:26:52,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-America/18166,450000,Jardim América,Mais que 400 mil,2,2,330,Não,LESTE,0,"R$ 1,363.64",,,,"Jardim América, São José do Rio Preto"
6/24/2023 12:28:05,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Caparroz/12801,290000,Jardim Caparroz,250-300 mil,3,2,180,Não,LESTE,0,"R$ 1,611.11",,,,"Jardim Caparroz, São José do Rio Preto"
6/24/2023 12:28:50,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Caparroz/7113,280000,Jardim Caparroz,250-300 mil,2,2,180,Não,LESTE,0,"R$ 1,555.56",,,,"Jardim Caparroz, São José do Rio Preto"
6/24/2023 12:29:46,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Caparroz/1161,370000,Jardim Caparroz,350-400 mil,2,2,432,Sim,LESTE,1,R$ 856.48,,,,"Jardim Caparroz, São José do Rio Preto"
6/24/2023 12:30:32,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Caparroz/20920,350000,Jardim Caparroz,350-400 mil,3,2,209,Não,LESTE,0,"R$ 1,674.64",,,,"Jardim Caparroz, São José do Rio Preto"
6/24/2023 12:31:20,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Castelinho/19802,450000,Jardim Castelinho,Mais que 400 mil,2,3,250,Não,LESTE,0,"R$ 1,800.00",,,,"Jardim Castelinho, São José do Rio Preto"
6/24/2023 12:32:03,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Castelinho/17610,320000,Jardim Castelinho,300-350 mil,3,2,221,Não,LESTE,0,"R$ 1,447.96",,,,"Jardim Castelinho, São José do Rio Preto"
6/24/2023 12:32:55,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-do-Bosque/21415,290000,Jardim Do Bosque,250-300 mil,3,1,220,Não,LESTE,0,"R$ 1,318.18",,,,"Jardim Do Bosque, São José do Rio Preto"
6/24/2023 12:33:46,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-do-Bosque/21630,330000,Jardim Do Bosque,300-350 mil,2,2,250,Não,LESTE,0,"R$ 1,320.00",,,,"Jardim Do Bosque, São José do Rio Preto"
6/24/2023 12:34:31,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-dos-Seixas/17062,700000,Jardim Dos Seixas,Mais que 400 mil,4,4,396,Não,LESTE,0,"R$ 1,767.68",,,,"Jardim Dos Seixas, São José do Rio Preto"
6/24/2023 12:35:15,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-dos-Seixas/23366,600000,Jardim Dos Seixas,Mais que 400 mil,4,4,390,Não,LESTE,0,"R$ 1,538.46",,,,"Jardim Dos Seixas, São José do Rio Preto"
6/24/2023 12:36:13,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-dos-Seixas/1529,830000,Jardim Dos Seixas,Mais que 400 mil,3,4,468,Não,LESTE,0,"R$ 1,773.50",,,,"Jardim Dos Seixas, São José do Rio Preto"
6/24/2023 12:36:49,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-dos-Seixas/1489,1100000,Jardim Dos Seixas,Mais que 400 mil,3,5,312,Não,LESTE,0,"R$ 3,525.64",,,,"Jardim Dos Seixas, São José do Rio Preto"
6/24/2023 12:38:42,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Estrela/22802,530000,Jardim Estrela,Mais que 400 mil,3,4,391,Sim,LESTE,1,"R$ 1,355.50",,,,"Jardim Estrela, São José do Rio Preto"
6/24/2023 12:39:29,redentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Estrela/20382,480000,Jardim Estrela,Mais que 400 mil,3,2,200,Não,LESTE,0,"R$ 2,400.00",,,,"Jardim Estrela, São José do Rio Preto"
6/24/2023 12:40:28,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Estrela/23136,625000,Jardim Estrela,Mais que 400 mil,3,5,360,Não,LESTE,0,"R$ 1,736.11",,,,"Jardim Estrela, São José do Rio Preto"
6/24/2023 12:41:20,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Felicidade/22670,270000,Jardim Felicidade,250-300 mil,3,2,250,Não,LESTE,0,"R$ 1,080.00",,,,"Jardim Felicidade, São José do Rio Preto"
6/24/2023 12:42:07,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Felicidade/7109,350000,Jardim Felicidade,350-400 mil,3,2,200,Não,LESTE,0,"R$ 1,750.00",,,,"Jardim Felicidade, São José do Rio Preto"
6/24/2023 12:42:46,redentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Felicidade/13772,235000,Jardim Felicidade,Até 250 mil,2,2,200,Não,LESTE,0,"R$ 1,175.00",,,,"Jardim Felicidade, São José do Rio Preto"
6/24/2023 12:43:36,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/23737,340000,João Paulo 2,300-350 mil,3,1,200,Não,LESTE,0,"R$ 1,700.00",,,,"João Paulo 2, São José do Rio Preto"
6/24/2023 12:44:18,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/22102,230000,João Paulo 2,Até 250 mil,3,2,200,Não,LESTE,0,"R$ 1,150.00",,,,"João Paulo 2, São José do Rio Preto"
6/24/2023 12:44:54,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/22095,500000,João Paulo 2,Mais que 400 mil,2,2,200,Sim,LESTE,1,"R$ 2,500.00",,,,"João Paulo 2, São José do Rio Preto"
6/24/2023 12:45:34,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/19694,260000,João Paulo 2,250-300 mil,3,2,200,Não,LESTE,0,"R$ 1,300.00",,,,"João Paulo 2, São José do Rio Preto"
6/24/2023 12:46:08,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/20124,200000,João Paulo 2,Até 250 mil,2,2,80,Sim,LESTE,1,"R$ 2,500.00",,,,"João Paulo 2, São José do Rio Preto"
6/24/2023 12:46:51,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/20601,365000,João Paulo 2,350-400 mil,2,3,200,Não,LESTE,0,"R$ 1,825.00",,,,"João Paulo 2, São José do Rio Preto"
6/24/2023 12:47:24,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/21517,230000,João Paulo 2,Até 250 mil,3,2,200,Sim,LESTE,1,"R$ 1,150.00",,,,"João Paulo 2, São José do Rio Preto"
6/24/2023 12:48:10,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/1423,250000,João Paulo 2,250-300 mil,3,2,200,Não,LESTE,0,"R$ 1,250.00",,,,"João Paulo 2, São José do Rio Preto"
6/24/2023 12:48:52,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Joao-Paulo-II/1719,180000,João Paulo 2,Até 250 mil,3,2,200,Não,LESTE,0,R$ 900.00,,,,"João Paulo 2, São José do Rio Preto"
6/25/2023 11:58:15,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/24001,750000,Jardim Nazareth,Mais que 400 mil,4,4,450,Não,LESTE,0,"R$ 1,666.67",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 11:58:53,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/24107,580000,Jardim Nazareth,Mais que 400 mil,3,4,450,Não,LESTE,0,"R$ 1,288.89",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 11:59:31,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/23205,610000,Jardim Nazareth,Mais que 400 mil,3,3,450,Não,LESTE,0,"R$ 1,355.56",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:00:00,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/23189,320000,Jardim Nazareth,300-350 mil,2,2,200,Não,LESTE,0,"R$ 1,600.00",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:00:36,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/22644,580000,Jardim Nazareth,Mais que 400 mil,4,3,450,Não,LESTE,0,"R$ 1,288.89",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:01:25,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/22261,480000,Jardim Nazareth,Mais que 400 mil,3,2,500,Não,LESTE,0,R$ 960.00,,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:02:14,redentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/20690,600000,Jardim Nazareth,Mais que 400 mil,3,3,400,Não,LESTE,0,"R$ 1,500.00",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:02:55,redentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/20541,590000,Jardim Nazareth,Mais que 400 mil,3,2,225,Não,LESTE,0,"R$ 2,622.22",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:03:32,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/20408,320000,Jardim Nazareth,300-350 mil,2,1,260,Não,LESTE,0,"R$ 1,230.77",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:04:07,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/20367,300000,Jardim Nazareth,300-350 mil,3,2,150,Não,LESTE,0,"R$ 2,000.00",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:04:45,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/20271,450000,Jardim Nazareth,Mais que 400 mil,3,3,240,Não,LESTE,0,"R$ 1,875.00",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:05:25,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/19460,600000,Jardim Nazareth,Mais que 400 mil,3,2,450,Não,LESTE,0,"R$ 1,333.33",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:06:02,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/19229,540000,Jardim Nazareth,Mais que 400 mil,3,5,450,Não,LESTE,0,"R$ 1,200.00",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:06:43,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/18182,450000,Jardim Nazareth,Mais que 400 mil,3,3,240,Sim,LESTE,1,"R$ 1,875.00",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:07:41,https://wwwredentoracombr/alugar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/17838,400000,Jardim Nazareth,350-400 mil,2,2,450,Não,LESTE,0,R$ 888.89,,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:08:17,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/17249,450000,Jardim Nazareth,Mais que 400 mil,3,2,450,Não,LESTE,0,"R$ 1,000.00",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:09:04,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/17309,316000,Jardim Nazareth,300-350 mil,3,2,225,Não,LESTE,0,"R$ 1,404.44",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:09:44,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/16998,330000,Jardim Nazareth,300-350 mil,3,2,300,Não,LESTE,0,"R$ 1,100.00",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:10:26,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/15922,380000,Jardim Nazareth,350-400 mil,4,3,450,Não,LESTE,0,R$ 844.44,,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:11:22,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/14909,460000,Jardim Nazareth,Mais que 400 mil,3,5,450,Não,LESTE,0,"R$ 1,022.22",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:11:57,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/15341,680000,Jardim Nazareth,Mais que 400 mil,3,3,450,Não,LESTE,0,"R$ 1,511.11",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:12:45,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/12844,350000,Jardim Nazareth,350-400 mil,4,3,300,Não,LESTE,0,"R$ 1,166.67",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:13:31,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Nazareth/6092,300000,Jardim Nazareth,300-350 mil,3,2,180,Não,LESTE,0,"R$ 1,666.67",,,,"Jardim Nazareth, São José do Rio Preto"
6/25/2023 12:14:08,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Primavera/22986,550000,Jardim Primavera,Mais que 400 mil,3,3,306,Não,LESTE,0,"R$ 1,797.39",,,,"Jardim Primavera, São José do Rio Preto"
6/25/2023 12:15:01,redentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Primavera/20335,800000,Jardim Primavera,Mais que 400 mil,3,2,400,Não,LESTE,0,"R$ 2,000.00",,,,"Jardim Primavera, São José do Rio Preto"
6/25/2023 12:15:36,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Primavera/19851,750000,Jardim Primavera,Mais que 400 mil,3,3,396,Sim,LESTE,1,"R$ 1,893.94",,,,"Jardim Primavera, São José do Rio Preto"
6/25/2023 12:16:13,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Primavera/1369,450000,Jardim Primavera,Mais que 400 mil,3,3,304,Não,LESTE,0,"R$ 1,480.26",,,,"Jardim Primavera, São José do Rio Preto"
6/25/2023 12:16:50,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Primavera/19199,480000,Jardim Primavera,Mais que 400 mil,3,1,576,Sim,LESTE,1,R$ 833.33,,,,"Jardim Primavera, São José do Rio Preto"
6/25/2023 12:17:21,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Primavera/1257,480000,Jardim Primavera,Mais que 400 mil,4,3,500,Não,LESTE,0,R$ 960.00,,,,"Jardim Primavera, São José do Rio Preto"
6/25/2023 12:18:28,https://wwwredentoracombr/comprar/Sao-Jose-do-Rio-Preto/Casa/Padrao/Jardim-Sao-Marco/24324,695000,Jardim São Marco,Mais que 400 mil,3,3,360,Não,LESTE,0,"R$ 1,930.56",,,,"Jardim São Marco, São José do Rio Preto"
